"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.116820833E0,-4.745132446E-2,1.451980591E-1,9.786049805E0,9.787241945E0
3.126807833E0,-6.182144165E-2,1.471440125E-1,9.797426147E0,9.798726058E0
3.136794833E0,-6.286926270E-2,1.386117554E-1,9.791737976E0,9.792920829E0
3.146782833E0,-5.628295898E-2,1.422042847E-1,9.794132996E0,9.795326996E0
3.156769833E0,-5.987548828E-2,1.528321838E-1,9.789792023E0,9.791167989E0
3.166757833E0,-5.688171387E-2,1.478924561E-1,9.802066498E0,9.803347150E0
3.176744833E0,-5.284011841E-2,1.425036621E-1,9.793534241E0,9.794713487E0
3.186731833E0,-5.298980713E-2,1.408570862E-1,9.782906342E0,9.784063835E0
3.196719833E0,-6.212081909E-2,1.386117554E-1,9.793534241E0,9.794712101E0
3.206706833E0,-5.209167480E-2,1.372645569E-1,9.791737976E0,9.792838592E0
3.216693833E0,-5.598358154E-2,1.429527283E-1,9.790690155E0,9.791893757E0
3.226681833E0,-5.972579956E-2,1.434017944E-1,9.787995758E0,9.789228376E0
3.236668833E0,-5.897735596E-2,1.431024170E-1,9.796677704E0,9.797900319E0
3.246655833E0,-5.194198608E-2,1.402583313E-1,9.789342957E0,9.790485478E0
3.256643833E0,-5.448669434E-2,1.390608215E-1,9.789342957E0,9.790482227E0
3.266630833E0,-5.209167480E-2,1.437011719E-1,9.792486420E0,9.793679280E0
3.276617833E0,-5.373825073E-2,1.460961914E-1,9.791737976E0,9.792975262E0
3.286605833E0,-5.254074097E-2,1.450483704E-1,9.799222412E0,9.800436696E0
3.296592833E0,-6.346801758E-2,1.425036621E-1,9.785001984E0,9.786245414E0
3.306579833E0,-5.897735596E-2,1.416055298E-1,9.785900116E0,9.787102305E0
3.316567833E0,-5.957611084E-2,1.374142456E-1,9.796827393E0,9.797972186E0
3.326554833E0,-5.703140259E-2,1.429527283E-1,9.795480194E0,9.796689252E0
3.336541833E0,-5.957611084E-2,1.387614441E-1,9.785900116E0,9.787065195E0
3.346529833E0,-5.688171387E-2,1.431024170E-1,9.799222412E0,9.800432323E0
3.356516833E0,-4.775070190E-2,1.496887207E-1,9.792935486E0,9.794195846E0
3.366504833E0,-5.418731689E-2,1.437011719E-1,9.783954163E0,9.785159444E0
3.376491833E0,-6.795867920E-2,1.419049072E-1,9.792935486E0,9.794199345E0
3.386478833E0,-5.478607178E-2,1.357676697E-1,9.798174591E0,9.799268324E0
3.396466833E0,-6.376739502E-2,1.425036621E-1,9.790690155E0,9.791934808E0
3.406453833E0,-6.436614990E-2,1.398092651E-1,9.790540466E0,9.791750214E0
3.416440833E0,-5.822891235E-2,1.393601990E-1,9.788744202E0,9.789909342E0
3.426428833E0,-5.643264771E-2,1.442999268E-1,9.798024902E0,9.799249925E0
3.436415833E0,-4.849914551E-2,1.432521057E-1,9.796528015E0,9.797695366E0
3.446402833E0,-4.969665527E-2,1.402583313E-1,9.790690155E0,9.791820866E0
3.456390833E0,-5.942642212E-2,1.384620667E-1,9.791438599E0,9.792597872E0
3.466377833E0,-5.718109131E-2,1.417552185E-1,9.791139221E0,9.792332279E0
3.476364833E0,-6.167175293E-2,1.419049072E-1,9.790091400E0,9.791314009E0
3.486352833E0,-6.406677246E-2,1.450483704E-1,9.796827393E0,9.798110560E0
3.496339833E0,-5.777984619E-2,1.414558411E-1,9.793534241E0,9.794726193E0
3.506326833E0,-5.957611084E-2,1.441502380E-1,9.783056030E0,9.784299356E0
3.516314833E0,-5.957611084E-2,1.422042847E-1,9.794132996E0,9.795346472E0
3.526301833E0,-6.227050781E-2,1.341210938E-1,9.791438599E0,9.792555127E0
3.536288833E0,-6.092330933E-2,1.440005493E-1,9.786199493E0,9.787448510E0
3.546276833E0,-5.388793945E-2,1.459465027E-1,9.790989532E0,9.792225504E0
3.556263833E0,-5.733078003E-2,1.442999268E-1,9.790839844E0,9.792070983E0
3.566251833E0,-6.885681152E-2,1.351689148E-1,9.791288910E0,9.792463960E0
3.576238833E0,-5.553451538E-2,1.356179810E-1,9.783654785E0,9.784752285E0
3.586225833E0,-5.313949585E-2,1.347198486E-1,9.787397003E0,9.788468386E0
3.596213833E0,-5.807922363E-2,1.416055298E-1,9.799372101E0,9.800567274E0
3.606200833E0,-5.897735596E-2,1.407073975E-1,9.801318054E0,9.802505420E0
3.616187833E0,-5.568420410E-2,1.442999268E-1,9.796528015E0,9.797748943E0
3.626175833E0,-5.972579956E-2,1.478924561E-1,9.791737976E0,9.793036911E0
3.636162833E0,-5.598358154E-2,1.444496155E-1,9.779912567E0,9.781139487E0
3.646149833E0,-5.358856201E-2,1.372645569E-1,9.790690155E0,9.791798967E0
3.656137833E0,-5.463638306E-2,1.354682922E-1,9.792187042E0,9.793276462E0
3.666124833E0,-5.298980713E-2,1.410067749E-1,9.798773346E0,9.799931118E0
3.676111833E0,-6.197113037E-2,1.442999268E-1,9.791588287E0,9.792847598E0
3.686099833E0,-4.790039063E-2,1.401086426E-1,9.789193268E0,9.790313055E0
3.696086833E0,-5.718109131E-2,1.363664246E-1,9.793683929E0,9.794800171E0
3.706074417E0,-5.912704468E-2,1.339714050E-1,9.787995758E0,9.789091138E0
3.716061417E0,-5.343887329E-2,1.356179810E-1,9.791288910E0,9.792373893E0
3.726048416E0,-5.733078003E-2,1.404080200E-1,9.802216187E0,9.803389383E0
3.736036417E0,-5.448669434E-2,1.362167358E-1,9.785301361E0,9.786401102E0
3.746023417E0,-6.571334839E-2,1.399589539E-1,9.785750427E0,9.786971859E0
3.756010417E0,-6.361770630E-2,1.360670471E-1,9.790390778E0,9.791542934E0
3.765998417E0,-5.403762817E-2,1.435514832E-1,9.794881439E0,9.796082355E0
3.775985416E0,-5.748046875E-2,1.395098877E-1,9.794432373E0,9.795594547E0
3.785972417E0,-6.047424316E-2,1.381626892E-1,9.786199493E0,9.787361574E0
3.795960417E0,-5.792953491E-2,1.442999268E-1,9.795929260E0,9.797163282E0
3.805947416E0,-5.254074097E-2,1.487905884E-1,9.793683929E0,9.794955032E0
3.815934417E0,-5.822891235E-2,1.469943237E-1,9.791887665E0,9.793164043E0
3.825922417E0,-5.134323120E-2,1.339714050E-1,9.796677704E0,9.797728231E0
3.835909417E0,-5.044509888E-2,1.351689148E-1,9.795779572E0,9.796841979E0
3.845896417E0,-5.388793945E-2,1.437011719E-1,9.786798248E0,9.788001527E0
3.855884416E0,-6.616241455E-2,1.350192261E-1,9.792636108E0,9.793790360E0
3.865871417E0,-5.763015747E-2,1.453477478E-1,9.795779572E0,9.797027336E0
3.875859417E0,-5.852828979E-2,1.407073975E-1,9.797875214E0,9.799060304E0
3.885846416E0,-6.616241455E-2,1.519340515E-1,9.784403229E0,9.785806454E0
3.895833417E0,-6.077362061E-2,1.493893433E-1,9.788145447E0,9.789474036E0
3.905821417E0,-5.478607178E-2,1.351689148E-1,9.779762878E0,9.780850378E0
3.915808417E0,-6.331832886E-2,1.362167358E-1,9.783654785E0,9.784807876E0
3.925795417E0,-5.807922363E-2,1.453477478E-1,9.788444824E0,9.789696177E0
3.935783416E0,-4.760101318E-2,1.389111328E-1,9.782457275E0,9.783559296E0
3.945770417E0,-6.182144165E-2,1.380130005E-1,9.798623657E0,9.799790562E0
3.955757417E0,-6.376739502E-2,1.441502380E-1,9.787696381E0,9.788965523E0
3.965745416E0,-6.167175293E-2,1.392105103E-1,9.790540466E0,9.791724342E0
3.975732417E0,-5.673202515E-2,1.471440125E-1,9.790989532E0,9.792259489E0
3.985719417E0,-5.134323120E-2,1.381626892E-1,9.793085175E0,9.794194316E0
3.995707417E0,-5.433700562E-2,1.465452576E-1,9.788744202E0,9.789991883E0
4.005694417E0,-6.242019653E-2,1.472937012E-1,9.792935486E0,9.794242040E0
4.015682417E0,-6.107299805E-2,1.396595764E-1,9.779762878E0,9.780950704E0
4.025669417E0,-5.328918457E-2,1.434017944E-1,9.783205719E0,9.784401768E0
4.035656417E0,-5.164260864E-2,1.419049072E-1,9.792636108E0,9.793800382E0
4.045644416E0,-6.391708374E-2,1.420545959E-1,9.785750427E0,9.786990157E0
4.055631417E0,-5.463638306E-2,1.300794983E-1,9.784552917E0,9.785570071E0
4.065618417E0,-6.376739502E-2,1.365161133E-1,9.795031128E0,9.796189960E0
4.075606417E0,-6.316864014E-2,1.425036621E-1,9.790390778E0,9.791631588E0
4.085593417E0,-5.598358154E-2,1.392105103E-1,9.786648560E0,9.787798719E0
4.095580416E0,-5.837860107E-2,1.543290710E-1,9.793534241E0,9.794924116E0
4.105568417E0,-5.927673340E-2,1.496887207E-1,9.804012451E0,9.805334292E0
4.115555417E0,-5.269042969E-2,1.472937012E-1,9.793833618E0,9.795082882E0
4.125542416E0,-5.777984619E-2,1.339714050E-1,9.793234863E0,9.794321617E0
4.135530417E0,-6.691085815E-2,1.405577087E-1,9.793384552E0,9.794621714E0
4.145517417E0,-5.119354248E-2,1.405577087E-1,9.792636108E0,9.793778597E0
4.155505416E0,-6.077362061E-2,1.380130005E-1,9.787397003E0,9.788558684E0
4.165492417E0,-5.927673340E-2,1.395098877E-1,9.786049805E0,9.787223688E0
4.175479417E0,-5.912704468E-2,1.404080200E-1,9.797725525E0,9.798909933E0
4.185467417E0,-5.433700562E-2,1.380130005E-1,9.793983307E0,9.795106386E0
4.195454417E0,-6.227050781E-2,1.356179810E-1,9.785600739E0,9.786738561E0
4.205441416E0,-6.092330933E-2,1.459465027E-1,9.784253540E0,9.785531634E0
4.215429417E0,-5.568420410E-2,1.440005493E-1,9.789193268E0,9.790410702E0
4.225416417E0,-5.792953491E-2,1.372645569E-1,9.790989532E0,9.792123029E0
4.235403417E0,-6.526428223E-2,1.390608215E-1,9.783654785E0,9.784860668E0
4.245391417E0,-5.807922363E-2,1.425036621E-1,9.776619415E0,9.777830418E0
4.255378417E0,-6.182144165E-2,1.462458801E-1,9.793833618E0,9.795120555E0
4.265366417E0,-5.224136353E-2,1.414558411E-1,9.788594513E0,9.789755945E0
4.275353417E0,-5.239105225E-2,1.477427673E-1,9.787696381E0,9.788951588E0
4.285340416E0,-5.942642212E-2,1.435514832E-1,9.795480194E0,9.796712242E0
4.295328417E0,-5.493576050E-2,1.342707825E-1,9.780960388E0,9.782036224E0
4.305315417E0,-5.882766724E-2,1.457968140E-1,9.790690155E0,9.791952365E0
4.315302416E0,-5.673202515E-2,1.357676697E-1,9.789193268E0,9.790299087E0
4.325290417E0,-5.972579956E-2,1.312770081E-1,9.792336731E0,9.793398770E0
4.335277417E0,-6.122268677E-2,1.369651794E-1,9.788444824E0,9.789594463E0
4.345264417E0,-5.972579956E-2,1.462458801E-1,9.784852295E0,9.786127399E0
4.355252417E0,-6.556365967E-2,1.396595764E-1,9.779613190E0,9.780830104E0
4.365239416E0,-5.927673340E-2,1.353186035E-1,9.785001984E0,9.786117140E0
4.375227417E0,-5.897735596E-2,1.432521057E-1,9.798024902E0,9.799249537E0
4.385214417E0,-6.047424316E-2,1.507365417E-1,9.794582062E0,9.795928563E0
4.395201416E0,-5.598358154E-2,1.408570862E-1,9.785750427E0,9.786924251E0
4.405189417E0,-6.227050781E-2,1.438508606E-1,9.796228638E0,9.797482646E0
4.415176417E0,-5.807922363E-2,1.348695374E-1,9.789342957E0,9.790444245E0
4.425163417E0,-5.523513794E-2,1.350192261E-1,9.779912567E0,9.781000508E0
4.435151417E0,-5.598358154E-2,1.419049072E-1,9.793983307E0,9.795171269E0
4.445138416E0,-4.760101318E-2,1.431024170E-1,9.789492645E0,9.790654238E0
4.455126417E0,-5.942642212E-2,1.478924561E-1,9.794582062E0,9.795878799E0
4.465113417E0,-5.284011841E-2,1.423539734E-1,9.789792023E0,9.790969542E0
4.475100416E0,-5.239105225E-2,1.496887207E-1,9.793384552E0,9.794668576E0
4.485088417E0,-5.538482666E-2,1.472937012E-1,9.792037354E0,9.793301713E0
4.495075417E0,-5.448669434E-2,1.344204712E-1,9.780361633E0,9.781437080E0
4.505062417E0,-5.733078003E-2,1.381626892E-1,9.778864746E0,9.780008766E0
4.515050417E0,-5.613327026E-2,1.371148682E-1,9.793234863E0,9.794355544E0
4.525037416E0,-5.179229736E-2,1.435514832E-1,9.795929260E0,9.797117920E0
4.535024417E0,-5.673202515E-2,1.450483704E-1,9.799521790E0,9.800759402E0
4.545012417E0,-5.987548828E-2,1.438508606E-1,9.792037354E0,9.793276963E0
4.554999416E0,-5.837860107E-2,1.366658020E-1,9.788295135E0,9.789423234E0
4.564986417E0,-5.104385376E-2,1.359173584E-1,9.786498871E0,9.787575755E0
4.574974417E0,-4.790039063E-2,1.359173584E-1,9.794731750E0,9.795791854E0
4.584961417E0,-5.718109131E-2,1.411564636E-1,9.791288910E0,9.792473301E0
4.594949417E0,-5.328918457E-2,1.366658020E-1,9.790690155E0,9.791788958E0
4.604936416E0,-5.912704468E-2,1.362167358E-1,9.793983307E0,9.795108985E0
4.614923417E0,-5.688171387E-2,1.426533508E-1,9.792935486E0,9.794139622E0
4.624911417E0,-5.493576050E-2,1.395098877E-1,9.794282684E0,9.795430274E0
4.634898416E0,-6.182144165E-2,1.517843628E-1,9.786199493E0,9.787571758E0
4.644885417E0,-5.673202515E-2,1.386117554E-1,9.795779572E0,9.796924474E0
4.654873417E0,-5.373825073E-2,1.405577087E-1,9.791737976E0,9.792894202E0
4.664860417E0,-5.403762817E-2,1.457968140E-1,9.790091400E0,9.791326080E0
4.674848417E0,-5.867797852E-2,1.410067749E-1,9.783056030E0,9.784248122E0
4.684835416E0,-5.613327026E-2,1.395098877E-1,9.788295135E0,9.789450220E0
4.694822417E0,-6.152206421E-2,1.390608215E-1,9.780810699E0,9.781992681E0
4.704811041E0,-5.313949585E-2,1.426533508E-1,9.783954163E0,9.785138366E0
4.714798042E0,-5.972579956E-2,1.419049072E-1,9.791887665E0,9.793097989E0
4.724785042E0,-5.463638306E-2,1.384620667E-1,9.796378326E0,9.797509132E0
4.734773042E0,-6.227050781E-2,1.338217163E-1,9.786648560E0,9.787761537E0
4.744760042E0,-5.239105225E-2,1.438508606E-1,9.796677704E0,9.797873847E0
4.754748042E0,-5.179229736E-2,1.384620667E-1,9.795629883E0,9.796745326E0
4.764735042E0,-6.242019653E-2,1.419049072E-1,9.789193268E0,9.790420732E0
4.774722042E0,-5.822891235E-2,1.471440125E-1,9.791588287E0,9.792866953E0
4.784710041E0,-5.254074097E-2,1.285826111E-1,9.789642334E0,9.790627715E0
4.794697042E0,-5.418731689E-2,1.392105103E-1,9.794432373E0,9.795571517E0
4.804684042E0,-6.616241455E-2,1.453477478E-1,9.795031128E0,9.796332897E0
4.814672041E0,-5.852828979E-2,1.354682922E-1,9.782307587E0,9.783420615E0
4.824659042E0,-5.224136353E-2,1.459465027E-1,9.772727509E0,9.773956850E0
4.834646042E0,-5.733078003E-2,1.392105103E-1,9.790241089E0,9.791398621E0
4.844634042E0,-6.571334839E-2,1.291813660E-1,9.791887665E0,9.792960232E0
4.854621042E0,-6.017486572E-2,1.508862305E-1,9.782756653E0,9.784105243E0
4.864609041E0,-6.167175293E-2,1.399589539E-1,9.790989532E0,9.792184023E0
4.874596042E0,-6.301895142E-2,1.308279419E-1,9.790690155E0,9.791767003E0
4.884583042E0,-5.269042969E-2,1.389111328E-1,9.791588287E0,9.792715342E0
4.894571041E0,-6.271957397E-2,1.486408997E-1,9.787247314E0,9.788576907E0
4.904558042E0,-5.852828979E-2,1.414558411E-1,9.782457275E0,9.783655026E0
4.914545042E0,-5.837860107E-2,1.354682922E-1,9.789043579E0,9.790154948E0
4.924533042E0,-5.927673340E-2,1.374142456E-1,9.802964630E0,9.804106892E0
4.934520042E0,-5.298980713E-2,1.375639343E-1,9.796528015E0,9.797637108E0
4.944508041E0,-5.583389282E-2,1.402583313E-1,9.795031128E0,9.796194395E0
4.954495042E0,-5.628295898E-2,1.395098877E-1,9.786947937E0,9.788104040E0
4.964482042E0,-5.478607178E-2,1.371148682E-1,9.785301361E0,9.786415316E0
4.974470041E0,-5.568420410E-2,1.317260742E-1,9.780810699E0,9.781856185E0
4.984457042E0,-5.807922363E-2,1.410067749E-1,9.784852295E0,9.786040596E0
4.994444042E0,-6.301895142E-2,1.475930786E-1,9.794132996E0,9.795447730E0
5.004432042E0,-6.062393188E-2,1.429527283E-1,9.799072723E0,9.800302903E0
5.014419042E0,-6.212081909E-2,1.426533508E-1,9.792636108E0,9.793872111E0
5.024407041E0,-6.361770630E-2,1.320254517E-1,9.801018677E0,9.802114315E0
5.034394042E0,-5.912704468E-2,1.360670471E-1,9.808652802E0,9.809774719E0
5.044381042E0,-6.137237549E-2,1.434017944E-1,9.798174591E0,9.799416103E0
5.054369041E0,-5.433700562E-2,1.431024170E-1,9.783056030E0,9.784253477E0
5.064356042E0,-6.227050781E-2,1.381626892E-1,9.794132996E0,9.795305390E0
5.074343042E0,-6.256988525E-2,1.357676697E-1,9.785900116E0,9.787041889E0
5.084331042E0,-5.628295898E-2,1.371148682E-1,9.796078949E0,9.797200163E0
5.094318042E0,-5.927673340E-2,1.398092651E-1,9.789792023E0,9.790969728E0
5.104306041E0,-5.493576050E-2,1.457968140E-1,9.797875214E0,9.799113906E0
5.114293042E0,-6.212081909E-2,1.321751404E-1,9.790989532E0,9.792078701E0
5.124280042E0,-5.598358154E-2,1.375639343E-1,9.793833618E0,9.794959670E0
5.134268041E0,-6.062393188E-2,1.401086426E-1,9.786648560E0,9.787839175E0
5.144255042E0,-5.313949585E-2,1.423539734E-1,9.795180817E0,9.796359308E0
5.154242042E0,-5.478607178E-2,1.405577087E-1,9.795180817E0,9.796342441E0
5.164230042E0,-5.882766724E-2,1.398092651E-1,9.794582062E0,9.795756484E0
5.174217042E0,-5.807922363E-2,1.360670471E-1,9.790540466E0,9.791658187E0
5.184205041E0,-5.852828979E-2,1.317260742E-1,9.798923035E0,9.799983161E0
5.194192042E0,-5.194198608E-2,1.432521057E-1,9.783654785E0,9.784841342E0
5.204179042E0,-5.792953491E-2,1.402583313E-1,9.789043579E0,9.790219733E0
5.214167041E0,-6.002517700E-2,1.378633118E-1,9.787846069E0,9.789000970E0
5.224154042E0,-6.032455444E-2,1.407073975E-1,9.795779572E0,9.796975811E0
5.234141042E0,-5.942642212E-2,1.419049072E-1,9.781409454E0,9.782619251E0
5.244129042E0,-6.271957397E-2,1.347198486E-1,9.795929260E0,9.797056357E0
5.254116042E0,-5.688171387E-2,1.422042847E-1,9.797875214E0,9.799072216E0
5.264104042E0,-6.227050781E-2,1.435514832E-1,9.787546692E0,9.788797418E0
5.274091042E0,-6.137237549E-2,1.320254517E-1,9.781858521E0,9.782941961E0
5.284078042E0,-5.538482666E-2,1.383123779E-1,9.784403229E0,9.785537509E0
5.294066041E0,-6.062393188E-2,1.426533508E-1,9.792785797E0,9.794012401E0
5.304053042E0,-5.538482666E-2,1.492396545E-1,9.799970856E0,9.801263629E0
5.314040042E0,-5.852828979E-2,1.469943237E-1,9.790390778E0,9.791669136E0
5.324028042E0,-6.316864014E-2,1.339714050E-1,9.790839844E0,9.791960144E0
5.334015042E0,-5.912704468E-2,1.425036621E-1,9.783954163E0,9.785170533E0
5.344003042E0,-6.107299805E-2,1.293310547E-1,9.787546692E0,9.788591660E0
5.353990042E0,-5.373825073E-2,1.348695374E-1,9.799222412E0,9.800297826E0
5.363977042E0,-5.508544922E-2,1.432521057E-1,9.793534241E0,9.794736775E0
5.373965041E0,-5.777984619E-2,1.342707825E-1,9.790091400E0,9.791182604E0
5.383952042E0,-5.688171387E-2,1.369651794E-1,9.795629883E0,9.796752512E0
5.393939042E0,-6.107299805E-2,1.407073975E-1,9.790241089E0,9.791442645E0
5.403927041E0,-5.777984619E-2,1.410067749E-1,9.782157898E0,9.783344753E0
5.413914042E0,-5.703140259E-2,1.371148682E-1,9.790540466E0,9.791666645E0
5.423902042E0,-6.466552734E-2,1.356179810E-1,9.795929260E0,9.797081399E0
5.433889042E0,-6.466552734E-2,1.444496155E-1,9.789492645E0,9.790771858E0
5.443876042E0,-5.313949585E-2,1.432521057E-1,9.796528015E0,9.797719435E0
5.453864041E0,-6.376739502E-2,1.465452576E-1,9.789193268E0,9.790497772E0
5.463851042E0,-5.763015747E-2,1.411564636E-1,9.784702606E0,9.785890428E0
5.473838042E0,-5.837860107E-2,1.416055298E-1,9.785301361E0,9.786500034E0
5.483826041E0,-6.047424316E-2,1.474433899E-1,9.792486420E0,9.793783077E0
5.493813042E0,-5.748046875E-2,1.438508606E-1,9.790839844E0,9.792065253E0
5.503801042E0,-6.421646118E-2,1.408570862E-1,9.787995758E0,9.789219858E0
5.513788042E0,-6.795867920E-2,1.392105103E-1,9.788295135E0,9.789520908E0
5.523775042E0,-5.538482666E-2,1.300794983E-1,9.791887665E0,9.792908260E0
5.533763041E0,-6.271957397E-2,1.453477478E-1,9.794582062E0,9.795861242E0
5.543750042E0,-6.541397095E-2,1.405577087E-1,9.790540466E0,9.791767873E0
5.553738042E0,-6.077362061E-2,1.423539734E-1,9.792935486E0,9.794158643E0
5.563725041E0,-6.017486572E-2,1.434017944E-1,9.786498871E0,9.787734428E0
5.573712042E0,-5.239105225E-2,1.380130005E-1,9.780810699E0,9.781924675E0
5.583700042E0,-5.718109131E-2,1.381626892E-1,9.791139221E0,9.792280932E0
5.593687042E0,-6.107299805E-2,1.477427673E-1,9.786648560E0,9.787954223E0
5.603674042E0,-5.149291992E-2,1.377136230E-1,9.795629883E0,9.796733199E0
5.613662041E0,-6.182144165E-2,1.374142456E-1,9.798773346E0,9.799931819E0
5.623649042E0,-6.541397095E-2,1.447489929E-1,9.788594513E0,9.789883237E0
5.633637042E0,-5.837860107E-2,1.460961914E-1,9.793833618E0,9.795097197E0
5.643624041E0,-5.583389282E-2,1.393601990E-1,9.794132996E0,9.795283550E0
5.653611042E0,-6.197113037E-2,1.351689148E-1,9.801467743E0,9.802595624E0
5.663599042E0,-5.957611084E-2,1.408570862E-1,9.790091400E0,9.791285904E0
5.673586042E0,-5.733078003E-2,1.426533508E-1,9.786349182E0,9.787556749E0
5.683573042E0,-6.376739502E-2,1.463955688E-1,9.781409454E0,9.782712756E0
5.693561041E0,-5.897735596E-2,1.411564636E-1,9.790690155E0,9.791885272E0
5.703547958E0,-6.182144165E-2,1.392105103E-1,9.788744202E0,9.789929239E0
5.713535958E0,-5.792953491E-2,1.369651794E-1,9.798174591E0,9.799303067E0
5.723522958E0,-5.149291992E-2,1.338217163E-1,9.796078949E0,9.797128281E0
5.733509958E0,-5.912704468E-2,1.327738953E-1,9.785301361E0,9.786380722E0
5.743497958E0,-5.463638306E-2,1.413061523E-1,9.798024902E0,9.799196118E0
5.753484958E0,-5.239105225E-2,1.468446350E-1,9.789792023E0,9.791033450E0
5.763471958E0,-5.358856201E-2,1.350192261E-1,9.792336731E0,9.793414143E0
5.773459958E0,-5.628295898E-2,1.386117554E-1,9.791588287E0,9.792731089E0
5.783446958E0,-6.077362061E-2,1.429527283E-1,9.791139221E0,9.792371325E0
5.793434958E0,-6.451583862E-2,1.484912109E-1,9.796977081E0,9.798314746E0
5.803421958E0,-5.598358154E-2,1.411564636E-1,9.787397003E0,9.788574943E0
5.813408958E0,-5.643264771E-2,1.405577087E-1,9.783804474E0,9.784976806E0
5.823396958E0,-5.523513794E-2,1.462458801E-1,9.802066498E0,9.803313032E0
5.833383958E0,-6.047424316E-2,1.472937012E-1,9.790989532E0,9.792284136E0
5.843371958E0,-5.777984619E-2,1.471440125E-1,9.783654785E0,9.784931825E0
5.853358958E0,-5.688171387E-2,1.465452576E-1,9.785001984E0,9.786264602E0
5.863345958E0,-6.451583862E-2,1.390608215E-1,9.788145447E0,9.789345815E0
5.873333958E0,-5.418731689E-2,1.426533508E-1,9.784253540E0,9.785443453E0
5.883320958E0,-4.984634399E-2,1.384620667E-1,9.788145447E0,9.789251641E0
5.893307958E0,-5.493576050E-2,1.366658020E-1,9.787397003E0,9.788505278E0
5.903295958E0,-5.703140259E-2,1.320254517E-1,9.786498871E0,9.787555540E0
5.913282958E0,-6.212081909E-2,1.336720276E-1,9.796228638E0,9.797337533E0
5.923270958E0,-5.568420410E-2,1.314266968E-1,9.788594513E0,9.789635144E0
5.933257958E0,-5.284011841E-2,1.333726501E-1,9.792336731E0,9.793387514E0
5.943244958E0,-5.718109131E-2,1.327738953E-1,9.790989532E0,9.792056710E0
5.953232958E0,-5.164260864E-2,1.377136230E-1,9.785001984E0,9.786107286E0
5.963219958E0,-5.089416504E-2,1.372645569E-1,9.806257782E0,9.807350481E0
5.973207958E0,-4.460723877E-2,1.437011719E-1,9.786049805E0,9.787206476E0
5.983194958E0,-5.912704468E-2,1.447489929E-1,9.788594513E0,9.789843248E0
5.993181958E0,-6.167175293E-2,1.354682922E-1,9.792935486E0,9.794066596E0
6.003169958E0,-5.777984619E-2,1.389111328E-1,9.794731750E0,9.795887141E0
6.013156958E0,-5.298980713E-2,1.442999268E-1,9.785600739E0,9.786808070E0
6.023144958E0,-5.837860107E-2,1.440005493E-1,9.791887665E0,9.793120456E0
6.033131958E0,-5.059478760E-2,1.411564636E-1,9.789792023E0,9.790940344E0
6.043118958E0,-6.077362061E-2,1.389111328E-1,9.783954163E0,9.785128961E0
6.053106958E0,-5.613327026E-2,1.354682922E-1,9.787247314E0,9.788345754E0
6.063093958E0,-5.538482666E-2,1.445993042E-1,9.786498871E0,9.787723769E0
6.073080958E0,-7.065307617E-2,1.508862305E-1,9.784702606E0,9.786120968E0
6.083068958E0,-5.508544922E-2,1.432521057E-1,9.788295135E0,9.789498314E0
6.093055958E0,-6.032455444E-2,1.320254517E-1,9.789342957E0,9.790419056E0
6.103043958E0,-5.807922363E-2,1.360670471E-1,9.791887665E0,9.793005232E0
6.113030958E0,-6.107299805E-2,1.404080200E-1,9.793384552E0,9.794581426E0
6.123017958E0,-6.152206421E-2,1.431024170E-1,9.797126770E0,9.798364977E0
